0,-0.359375
1,-0.429688
2,-0.453125
3,-0.453125
4,0.171875
5,0.140625
6,-1.000000
7,-1.000000
8,-0.320312
9,-0.492188
10,-0.328125
11,-0.460938
12,-0.203125
13,-0.148438
14,-0.093750
15,-0.750000
16,-0.875000
17,-1.000000
18,-1.000000
19,-1.000000
20,-0.992188
21,-1.000000
22,-0.992188
23,-1.000000
24,-0.867188
25,-0.664062
26,-1.000000
27,-1.000000
28,-0.867188
29,-0.664062
30,-1.000000
31,-1.000000
32,-0.992188
33,-1.000000
34,-0.937500
35,-1.000000
36,-0.218750
37,-0.242188
38,-0.093750
39,-0.242188
40,-0.203125
41,0.140625
42,-1.000000
43,-1.000000
44,-0.007812
45,0.000000
46,0.000000
47,-0.007812
48,-0.007812
49,0.000000
50,-0.007812
51,-0.007812
52,-0.007812
53,0.000000
54,0.000000
55,-0.007812
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,-0.007812
63,0.000000
64,0.000000
65,-0.007812
66,-0.007812
67,-0.007812
68,-0.007812
69,0.007812
70,0.000000
71,-0.007812
72,0.000000
73,0.000000
74,-0.007812
75,0.007812
76,0.000000
77,0.000000
78,0.007812
79,0.000000
80,0.000000
81,0.007812
82,0.000000
83,-0.007812
84,0.000000
85,0.000000
86,-0.007812
87,-0.007812
88,0.007812
89,0.000000
90,-0.007812
91,-0.007812
92,0.007812
93,0.000000
94,-0.007812
95,-0.007812
96,0.000000
97,0.000000
98,-0.007812
99,0.000000
100,0.007812
101,0.007812
102,-0.007812
103,0.007812
104,0.007812
105,0.007812
106,0.000000
107,0.007812
108,0.007812
109,0.007812
110,0.007812
111,0.000000
112,0.000000
113,-0.007812
114,0.000000
115,0.000000
116,0.007812
117,0.000000
118,-0.007812
119,-0.007812
120,0.000000
121,-0.007812
122,0.000000
123,0.007812
124,0.007812
125,0.000000
126,0.000000
127,0.000000
128,0.000000
129,0.007812
130,0.007812
131,0.000000
132,0.007812
133,0.007812
134,0.000000
135,0.000000
136,0.000000
137,0.007812
138,0.007812
139,0.007812
140,0.007812
141,0.000000
142,0.007812
143,0.007812
144,0.007812
145,0.007812
146,0.007812
147,0.007812
148,0.007812
149,0.007812
150,0.007812
151,0.007812
152,0.007812
153,0.007812
154,0.007812
155,0.000000
156,0.007812
157,0.007812
158,0.000000
159,0.007812
160,0.000000
161,0.000000
162,0.007812
163,0.007812
164,0.000000
165,0.000000
166,-0.007812
167,0.007812
168,0.007812
169,0.007812
170,0.007812
171,0.007812
172,0.000000
173,0.000000
174,0.007812
175,0.007812
176,-0.007812
177,0.007812
178,0.000000
179,0.007812
180,0.000000
181,-0.007812
182,0.000000
183,0.000000
184,-0.007812
185,-0.007812
186,0.007812
187,0.000000
188,-0.007812
189,-0.007812
190,0.000000
191,-0.007812
192,-0.007812
193,0.007812
194,0.000000
195,-0.007812
196,-0.007812
197,0.000000
198,0.000000
199,-0.007812
200,-0.007812
201,-0.007812
202,0.000000
203,-0.007812
204,-0.007812
205,-0.007812
206,0.000000
207,-0.007812
208,-0.007812
209,0.000000
210,0.000000
211,0.000000
212,-0.007812
213,0.000000
214,-0.007812
215,-0.007812
216,0.000000
217,0.000000
218,-0.007812
219,0.000000
220,-0.007812
221,0.000000
222,-0.007812
223,-0.007812
224,0.000000
225,-0.007812
226,-0.007812
227,0.000000
228,0.000000
229,-0.007812
230,-0.007812
231,0.000000
232,0.000000
233,-0.007812
234,0.000000
235,0.000000
236,-0.007812
237,-0.007812
238,-0.007812
239,0.000000
240,-0.007812
241,-0.007812
242,-0.007812
243,0.000000
244,-0.007812
245,-0.007812
246,-0.007812
247,-0.007812
248,-0.007812
249,0.000000
250,0.000000
251,-0.007812
252,-0.007812
253,0.000000
254,0.000000
255,-0.007812
256,-0.007812
257,0.007812
258,0.007812
259,-0.007812
260,0.000000
261,0.000000
262,0.000000
263,-0.007812
264,0.007812
265,0.000000
266,0.000000
267,-0.007812
268,0.000000
269,0.000000
270,-0.007812
271,-0.007812
272,0.000000
273,-0.007812
274,-0.007812
275,0.007812
276,0.000000
277,-0.007812
278,-0.007812
279,-0.007812
280,0.007812
281,0.000000
282,-0.007812
283,0.007812
284,0.000000
285,-0.007812
286,0.000000
287,0.007812
288,0.000000
289,0.000000
290,0.000000
291,0.007812
292,0.000000
293,0.007812
294,0.007812
295,0.007812
296,0.000000
297,0.007812
298,0.007812
299,0.007812
300,0.007812
301,0.007812
302,0.000000
303,-0.007812
304,0.000000
305,0.000000
306,-0.015625
307,0.000000
308,0.007812
309,0.007812
310,0.007812
311,0.007812
312,0.007812
313,0.007812
314,0.000000
315,0.007812
316,0.007812
317,0.000000
318,0.007812
319,0.007812
320,0.007812
321,0.007812
322,0.007812
323,0.000000
324,0.007812
325,0.007812
326,0.007812
327,0.007812
328,0.007812
329,0.000000
330,0.007812
331,0.000000
332,-0.007812
333,-0.007812
334,-0.007812
335,-0.015625
336,-0.007812
337,0.000000
338,0.000000
339,-0.007812
340,0.000000
341,0.000000
342,-0.007812
343,0.000000
344,0.007812
345,0.000000
346,-0.007812
347,0.000000
348,0.000000
349,0.000000
350,0.000000
351,0.007812
352,0.000000
353,-0.007812
354,-0.015625
355,-0.015625
356,0.007812
357,0.000000
358,-0.015625
359,0.007812
360,-0.007812
361,-0.007812
362,0.007812
363,0.007812
364,0.000000
365,-0.015625
366,-0.007812
367,0.000000
368,-0.007812
369,-0.015625
370,-0.007812
371,-0.007812
372,0.000000
373,0.007812
374,0.000000
375,0.000000
376,0.000000
377,0.000000
378,-0.007812
379,0.000000
380,0.007812
381,0.000000
382,-0.015625
383,0.000000
384,0.000000
385,0.000000
386,0.000000
387,-0.007812
388,0.000000
389,-0.007812
390,0.000000
391,0.000000
392,0.000000
393,-0.007812
394,0.000000
395,0.000000
396,-0.007812
397,-0.015625
398,-0.007812
399,0.000000
400,-0.015625
401,-0.007812
402,0.000000
403,-0.007812
404,-0.007812
405,-0.007812
406,-0.007812
407,-0.007812
408,0.000000
409,0.000000
410,0.000000
411,-0.007812
412,-0.007812
413,0.000000
414,-0.007812
415,0.000000
416,0.000000
417,0.000000
418,-0.007812
419,-0.015625
420,-0.015625
421,-0.015625
422,-0.007812
423,-0.015625
424,-0.023438
425,-0.015625
426,-0.007812
427,-0.015625
428,-0.015625
429,-0.015625
430,-0.015625
431,-0.007812
432,-0.007812
433,-0.015625
434,0.000000
435,0.007812
436,-0.015625
437,0.000000
438,-0.015625
439,0.000000
440,0.007812
441,0.000000
442,-0.015625
443,0.000000
444,0.000000
445,-0.007812
446,0.007812
447,0.000000
448,-0.007812
449,-0.007812
450,0.007812
451,0.000000
452,0.000000
453,-0.007812
454,0.015625
455,-0.015625
456,-0.015625
457,0.000000
458,-0.007812
459,-0.007812
460,-0.015625
461,-0.007812
462,-0.023438
